시도명,시군구명,읍면도명,인구수,위도,경도
대구광역시,북구,국우동,30484,35.9480472,128.5754022
대구광역시,수성구,범어1동,16230,35.8555656,128.6220352
대구광역시,수성구,범어2동,15045,35.8622632,128.6310827
대구광역시,수성구,범어3동,17135,35.8632763,128.6241847
대구광역시,수성구,범어4동,19779,35.858107,128.641275
대구광역시,수성구,만촌1동,22117,35.8663111,128.6399664
대구광역시,수성구,만촌2동,10757,35.8598571,128.647225
대구광역시,수성구,만촌3동,19609,35.855499,128.650625
대구광역시,수성구,수성1가동,17270,35.8552321,128.6103112
대구광역시,수성구,수성2.3가동,11352,35.8547729,128.6190324
대구광역시,수성구,수성4가동,13855,35.862665,128.616638
대구광역시,수성구,황금1동,22895,35.8439571,128.63815
대구광역시,수성구,황금2동,12046,35.841582,128.625175
대구광역시,수성구,중동,12585,35.847374,128.6150346
대구광역시,수성구,상동,15621,35.8321069,128.6154039
대구광역시,수성구,파동,12017,35.8154478,128.6151312
대구광역시,수성구,두산동,14802,35.8295333,128.6207125
대구광역시,수성구,지산1동,20968,35.8249585,128.6370457
대구광역시,수성구,지산2동,17906,35.823133,128.628013
대구광역시,수성구,범물1동,10889,35.8177917,128.6459625
대구광역시,수성구,범물2동,16743,35.8175861,128.6434402
대구광역시,수성구,고산1동,31200,35.8371144,128.712388
대구광역시,수성구,고산2동,27844,35.8433967,128.6951573
대구광역시,수성구,고산3동,32096,35.8441109,128.7065669
대구광역시,달서구,성당동,22543,35.8405861,128.5530987
대구광역시,달서구,두류1.2동,14904,35.8577618,128.5672859
대구광역시,달서구,두류3동,8280,35.8537,128.5554722
대구광역시,달서구,감삼동,28738,35.8515466,128.5502823
대구광역시,달서구,죽전동,12912,35.85779,128.539013
대구광역시,달서구,장기동,16568,35.843407,128.5299
대구광역시,달서구,용산1동,29830,35.8566805,128.5311689
대구광역시,달서구,용산2동,27537,35.858407,128.522963
대구광역시,달서구,이곡1동,22167,35.851657,128.510638
대구광역시,달서구,이곡2동,15788,35.8557654,128.500675
대구광역시,달서구,신당동,30697,35.8589654,128.4988125
대구광역시,달서구,본리동,19741,35.8409942,128.5431592
대구광역시,달서구,월성1동,40646,35.8195561,128.5228806
대구광역시,달서구,월성2동,15114,35.8309342,128.5282893
대구광역시,달서구,진천동,51567,35.8122129,128.5228173
대구광역시,달서구,유천동,33792,35.8155,128.5132
대구광역시,달서구,상인1동,34805,35.8142587,128.5449581
대구광역시,달서구,상인2동,18855,35.8125266,128.5362381
대구광역시,달서구,상인3동,10705,35.8088299,128.5507233
대구광역시,달서구,도원동,34183,35.8074544,128.5321772
대구광역시,달서구,송현1동,18483,35.829258,128.5547037
대구광역시,달서구,송현2동,17343,35.8328254,128.5455626
대구광역시,달서구,본동,11842,35.8344571,128.5410375
대구광역시,달성군,화원읍,46829,35.8038056,128.5005278
대구광역시,달성군,논공읍,4557,35.7743052,128.4199139
대구광역시,달성군,다사읍,51626,35.8618434,128.4539279
대구광역시,달성군,유가읍,29331,35.6939301,128.4598164
대구광역시,달성군,옥포읍,24453,35.7895893,128.463737
대구광역시,달성군,현풍읍,22853,35.6974654,128.4476094
대구광역시,달성군,가창면,7602,35.8026898,128.6228183
대구광역시,달성군,하빈면,3450,35.9009231,128.4455026
대구광역시,달성군,구지면,19565,35.6587771,128.4136123
인천광역시,중구,연안동,5709,37.4532326,126.6045353
인천광역시,중구,신포동,4779,37.470363,126.6250709
인천광역시,중구,신흥동,13425,37.4675963,126.6341391
인천광역시,중구,도원동,3937,37.4680937,126.6379007
인천광역시,중구,율목동,3070,37.4693373,126.6357566
인천광역시,중구,동인천동,5617,37.4767875,126.6289764
인천광역시,중구,영종동,22703,37.4942488,126.5315335
인천광역시,중구,영종1동,47367,37.488864,126.5548776
인천광역시,중구,운서동,36286,37.4934183,126.4884593
인천광역시,중구,용유동,3704,37.4439071,126.4024386
인천광역시,동구,만석동,6678,37.4832479,126.6255365
인천광역시,동구,화수1.화평동,5724,37.4815688,126.6299104
인천광역시,동구,화수2동,7340,37.484375,126.6301939
인천광역시,동구,송현1.2동,10045,37.4785315,126.6333884
인천광역시,동구,송현3동,3192,37.482278,126.6426609
인천광역시,동구,송림1동,4211,37.476265,126.6402562
인천광역시,동구,송림2동,1976,37.4758229,126.6427195
인천광역시,동구,송림3.5동,5774,37.4747295,126.6487635
인천광역시,동구,송림4동,6099,37.4782089,126.6499243
인천광역시,동구,송림6동,5905,37.4773826,126.6479917
인천광역시,동구,금창동,2353,37.4725789,126.6398418
인천광역시,미추홀구,숭의2동,14441,37.4630452,126.6472737
인천광역시,미추홀구,숭의4동,15647,37.4648304,126.6591457
인천광역시,미추홀구,용현2동,17477,37.4562977,126.6442201
인천광역시,미추홀구,용현3동,7424,37.4566968,126.6518994
인천광역시,미추홀구,용현5동,46558,37.4525755,126.6401804
인천광역시,미추홀구,학익1동,30191,37.4398411,126.6640894
인천광역시,미추홀구,학익2동,18395,37.4465788,126.6674629
인천광역시,미추홀구,도화1동,21941,37.4609364,126.6738925
인천광역시,미추홀구,주안1동,20744,37.463776,126.676525
인천광역시,미추홀구,주안2동,16359,37.4546945,126.6728108
인천광역시,미추홀구,주안3동,8820,37.4448767,126.6740386
인천광역시,미추홀구,주안4동,17601,37.4551474,126.6903332
인천광역시,미추홀구,주안5동,20433,37.4659136,126.6870477
인천광역시,미추홀구,주안6동,21578,37.4611966,126.6924044
인천광역시,미추홀구,주안7동,12242,37.4483886,126.6776897
인천광역시,미추홀구,주안8동,20220,37.449564,126.6893171
인천광역시,미추홀구,관교동,14612,37.4441834,126.6968131
인천광역시,미추홀구,문학동,14378,37.4376974,126.6850124
인천광역시,연수구,옥련1동,18774,37.4273876,126.6551024
인천광역시,연수구,옥련2동,19712,37.4262177,126.6482577
인천광역시,연수구,선학동,16615,37.4225219,126.7013097
인천광역시,연수구,연수1동,18233,37.4222651,126.6812347
인천광역시,연수구,연수2동,20492,37.4117038,126.6818324
인천광역시,연수구,연수3동,15645,37.4193426,126.6919702
인천광역시,연수구,청학동,24121,37.4249906,126.6661279
인천광역시,연수구,동춘1동,24920,37.4096428,126.6707506
인천광역시,연수구,동춘2동,17904,37.4027615,126.6693661
인천광역시,연수구,동춘3동,18024,37.4084876,126.6783201
인천광역시,연수구,송도1동,37549,37.3910473,126.6520348
인천광역시,연수구,송도2동,36451,37.403288,126.6416632
인천광역시,연수구,송도3동,48711,37.371461,126.6601495
인천광역시,연수구,송도4동,27952,37.3882283,126.6298226
인천광역시,남동구,구월1동,30884,37.4476505,126.7124925
인천광역시,남동구,구월2동,35035,37.4561119,126.7132867
인천광역시,남동구,구월3동,30010,37.4527115,126.6969053
인천광역시,남동구,구월4동,14207,37.4496191,126.7240601
인천광역시,남동구,간석1동,17617,37.4586158,126.7053027
인천광역시,남동구,간석2동,21507,37.463964,126.7109236
인천광역시,남동구,간석3동,26620,37.4661981,126.7145535
인천광역시,남동구,간석4동,28856,37.4673806,126.6991569
인천광역시,남동구,만수1동,16545,37.448775,126.7319911
인천광역시,남동구,만수2동,23576,37.4613971,126.7310913
인천광역시,남동구,만수3동,17189,37.4619842,126.7230423
인천광역시,남동구,만수4동,20058,37.4594662,126.7356718
인천광역시,남동구,만수5동,15129,37.4558679,126.7245523
인천광역시,남동구,만수6동,23393,37.4437593,126.7376554
인천광역시,남동구,장수서창동,19385,37.4359148,126.7473314
인천광역시,남동구,서창2동,38741,37.4278671,126.7507865
인천광역시,남동구,남촌도림동,20683,37.4300719,126.7159146
인천광역시,남동구,논현1동,31288,37.4057553,126.7293076
인천광역시,남동구,논현2동,32358,37.4042479,126.7163617
인천광역시,남동구,논현고잔동,40608,37.3978078,126.7262643
인천광역시,부평구,부평1동,35639,37.4942162,126.7200708
인천광역시,부평구,부평2동,14845,37.4874997,126.7172211
인천광역시,부평구,부평3동,12372,37.4861194,126.7081962
인천광역시,부평구,부평4동,36034,37.4989482,126.7296135
인천광역시,부평구,부평5동,32696,37.4936365,126.7283342
인천광역시,부평구,부평6동,14684,37.4850908,126.7265993
인천광역시,부평구,산곡1동,14680,37.5069003,126.7002662
인천광역시,부평구,산곡2동,30171,37.5058828,126.7085812
인천광역시,부평구,산곡3동,21315,37.4907512,126.7094535
인천광역시,부평구,산곡4동,17085,37.5017349,126.711455
인천광역시,부평구,청천1동,6680,37.5203077,126.702214
인천광역시,부평구,청천2동,34730,37.5148229,126.7045294
인천광역시,부평구,갈산1동,16084,37.517675,126.7271995
인천광역시,부평구,갈산2동,18058,37.5107623,126.7256995
인천광역시,부평구,삼산1동,33042,37.5183939,126.7375727
인천광역시,부평구,삼산2동,28072,37.5117746,126.7363684
인천광역시,부평구,부개1동,16447,37.4848523,126.7370865
인천광역시,부평구,부개2동,19493,37.4948153,126.7370938
인천광역시,부평구,부개3동,29573,37.5044239,126.7347539
인천광역시,부평구,일신동,12076,37.4845341,126.7469557
인천광역시,부평구,십정1동,24525,37.475851,126.696059
인천광역시,부평구,십정2동,22122,37.4738242,126.7078789
인천광역시,계양구,효성1동,27054,37.5324527,126.7121562
인천광역시,계양구,효성2동,28255,37.5250691,126.709827
인천광역시,계양구,계산1동,18674,37.5396107,126.7213341
인천광역시,계양구,계산2동,15290,37.5442261,126.7282002
인천광역시,계양구,계산3동,18549,37.5377527,126.7290667
인천광역시,계양구,계산4동,22736,37.5346234,126.7416801
인천광역시,계양구,작전1동,26835,37.5307971,126.729707
인천광역시,계양구,작전2동,18976,37.532957,126.7238897
인천광역시,계양구,작전서운동,34075,37.5279861,126.7364211
인천광역시,계양구,계양1동,20062,37.5771104,126.7334607
인천광역시,계양구,계양2동,32025,37.5481617,126.7414689
인천광역시,계양구,계양3동,24707,37.5615778,126.754899
인천광역시,서구,검암경서동,45074,37.5644054,126.6734874
인천광역시,서구,연희동,39262,37.5489311,126.6782111
인천광역시,서구,청라1동,30787,37.5326783,126.6537441
인천광역시,서구,청라2동,47996,37.532663,126.6441507
인천광역시,서구,청라3동,34552,37.5332907,126.6270342
인천광역시,서구,가정1동,36985,37.5263323,126.6705205
인천광역시,서구,가정2동,9603,37.5250996,126.6800633
인천광역시,서구,가정3동,9218,37.5154963,126.6778827
인천광역시,서구,석남1동,21620,37.5111848,126.6747555
인천광역시,서구,석남2동,12488,37.5026587,126.6746407
인천광역시,서구,석남3동,13374,37.5082014,126.6782449
인천광역시,서구,신현원창동,30462,37.5145936,126.6722656
인천광역시,서구,가좌1동,12943,37.4943721,126.6726009
인천광역시,서구,가좌2동,19238,37.4908571,126.6848686
인천광역시,서구,가좌3동,16322,37.4924871,126.6798554
인천광역시,서구,가좌4동,10073,37.4874195,126.6836545
인천광역시,서구,검단동,33354,37.6049646,126.6617272
인천광역시,서구,불로대곡동,23447,37.6170913,126.6889696
인천광역시,서구,원당동,23246,37.5951583,126.7017078
인천광역시,서구,당하동,26919,37.5920695,126.674613
인천광역시,서구,오류왕길동,24947,37.5970163,126.6376311
인천광역시,서구,마전동,22121,37.595396,126.6736756
인천광역시,강화군,강화읍,22621,37.7483599,126.4836967
인천광역시,강화군,선원면,7915,37.7132925,126.4848016
인천광역시,강화군,불은면,5040,37.6866159,126.4802873
인천광역시,강화군,길상면,7291,37.6406122,126.4910221
인천광역시,강화군,화도면,4562,37.6316897,126.4198465
인천광역시,강화군,양도면,4272,37.6628698,126.4220842
인천광역시,강화군,내가면,3072,37.7193798,126.3898645
인천광역시,강화군,하점면,4056,37.7748965,126.4116519
인천광역시,강화군,양사면,1902,37.7983942,126.4085252
인천광역시,강화군,송해면,3279,37.7646324,126.463439
인천광역시,강화군,교동면,2803,37.78445,126.2829125
인천광역시,강화군,삼산면,2184,37.7048524,126.3203083
인천광역시,강화군,서도면,371,37.6503218,126.2392008
인천광역시,옹진군,북도면,1145,37.5328619,126.4287213
인천광역시,옹진군,백령면,4987,37.9741764,124.7186911
인천광역시,옹진군,대청면,1203,37.8253844,124.7122929
인천광역시,옹진군,덕적면,1914,37.2278116,126.1450463
인천광역시,옹진군,영흥면,6605,37.2560011,126.4839077
인천광역시,옹진군,자월면,966,37.2546171,126.3072019
인천광역시,옹진군,연평면,2124,37.6644134,125.7023759
광주광역시,동구,충장동,5213,35.1491774,126.9128163
광주광역시,동구,동명동,3733,35.151182,126.92515
광주광역시,동구,계림1동,10568,35.1585591,126.9196571
광주광역시,동구,계림2동,13043,35.1582773,126.9251338
광주광역시,동구,산수1동,8191,35.157315,126.930725
광주광역시,동구,산수2동,10017,35.154582,126.936138
광주광역시,동구,지산1동,4129,35.149023,126.9327301
광주광역시,동구,지산2동,4368,35.147982,126.934475
광주광역시,동구,서남동,2969,35.144949,126.923125
광주광역시,동구,학동,7394,35.135615,126.9226
광주광역시,동구,학운동,11200,35.1324904,126.9335
광주광역시,동구,지원1동,9024,35.1253243,126.935177
광주광역시,동구,지원2동,16252,35.1204405,126.9328482
광주광역시,서구,양동,3408,35.1548103,126.9010107
광주광역시,서구,양3동,4389,35.1575241,126.8939823
광주광역시,서구,농성1동,11402,35.1566708,126.8897629
광주광역시,서구,농성2동,4632,35.150349,126.89025
광주광역시,서구,광천동,7561,35.164324,126.88035
광주광역시,서구,유덕동,10634,35.1651263,126.8518219
광주광역시,서구,치평동,29433,35.14994,126.843325
광주광역시,서구,상무1동,24249,35.1537706,126.8674338
광주광역시,서구,상무2동,22928,35.146582,126.8663833
광주광역시,서구,화정1동,15655,35.156374,126.877725
광주광역시,서구,화정2동,19968,35.146576,126.8821796
광주광역시,서구,화정3동,9508,35.143399,126.876925
광주광역시,서구,화정4동,19189,35.141798,126.8737503
광주광역시,서구,서창동,5675,35.114565,126.830225
광주광역시,서구,금호1동,19922,35.1351904,126.8571375
광주광역시,서구,금호2동,27437,35.12901,126.8571625
광주광역시,서구,풍암동,35462,35.1247769,126.8786808
광주광역시,서구,동천동,15785,35.1708823,126.8647228
광주광역시,남구,양림동,6733,35.1404898,126.9164288
광주광역시,남구,방림1동,6651,35.134349,126.918263
광주광역시,남구,방림2동,8473,35.131882,126.922
광주광역시,남구,봉선1동,12939,35.1293149,126.9066826
광주광역시,남구,봉선2동,28066,35.123474,126.913713
광주광역시,남구,사직동,4884,35.1457876,126.9080777
광주광역시,남구,월산동,8773,35.14754,126.902613
광주광역시,남구,월산4동,8295,35.146718,126.8908308
광주광역시,남구,월산5동,6176,35.1409652,126.8929547
광주광역시,남구,백운1동,11899,35.13829,126.9039
광주광역시,남구,백운2동,6253,35.136082,126.902312
광주광역시,남구,주월1동,21429,35.1319526,126.8933567
광주광역시,남구,주월2동,7750,35.1346796,126.8942647
광주광역시,남구,진월동,28452,35.1152,126.9026
광주광역시,남구,효덕동,15738,35.1019593,126.8943347
광주광역시,남구,송암동,21211,35.11154,126.877113
광주광역시,남구,대촌동,8185,35.081267,126.8336643
광주광역시,북구,중흥1동,4524,35.1616956,126.9138179
광주광역시,북구,중흥2동,8399,35.1682788,126.9092727
광주광역시,북구,중흥3동,6552,35.1722851,126.9171277
광주광역시,북구,중앙동,3941,35.157324,126.906538
광주광역시,북구,임동,9149,35.1658404,126.8942
광주광역시,북구,신안동,12487,35.167451,126.898738
광주광역시,북구,용봉동,37615,35.1804419,126.9012011
광주광역시,북구,운암1동,18806,35.1748596,126.87445
광주광역시,북구,운암2동,11435,35.172635,126.88505
광주광역시,북구,운암3동,13344,35.182776,126.8743
광주광역시,북구,동림동,22769,35.1870424,126.8665517
광주광역시,북구,우산동,15087,35.1731096,126.9249396
광주광역시,북구,풍향동,5405,35.1644369,126.9231324
광주광역시,북구,문화동,20131,35.181501,126.93685
광주광역시,북구,문흥1동,15290,35.186776,126.9216
광주광역시,북구,문흥2동,15177,35.18431,126.921888
광주광역시,북구,두암1동,7405,35.171035,126.92895
광주광역시,북구,두암2동,15430,35.1745643,126.9324723
광주광역시,북구,두암3동,12778,35.1630642,126.9347425
광주광역시,북구,삼각동,13590,35.199301,126.8995
광주광역시,북구,일곡동,28744,35.2060402,126.8972683
광주광역시,북구,매곡동,13530,35.189643,126.892038
광주광역시,북구,오치1동,10400,35.189126,126.908138
광주광역시,북구,오치2동,11949,35.190101,126.90045
광주광역시,북구,석곡동,2387,35.2149267,126.9499919
광주광역시,북구,건국동,21726,35.2229319,126.8816355
광주광역시,북구,양산동,36815,35.2092206,126.8797058
광주광역시,북구,신용동,29148,35.215,126.8639
광주광역시,광산구,송정1동,10538,35.1418369,126.8009015
광주광역시,광산구,송정2동,6334,35.139099,126.7944
광주광역시,광산구,도산동,14792,35.1294546,126.7916242
광주광역시,광산구,신흥동,4428,35.145224,126.800637
광주광역시,광산구,어룡동,33270,35.148395,126.779924
광주광역시,광산구,우산동,29408,35.1602715,126.8070122
광주광역시,광산구,월곡1동,10277,35.171885,126.809725
광주광역시,광산구,월곡2동,14805,35.1743675,126.8080075
광주광역시,광산구,비아동,7492,35.222035,126.824338
광주광역시,광산구,첨단1동,27178,35.219526,126.842362
광주광역시,광산구,첨단2동,42365,35.2162808,126.8433376
광주광역시,광산구,신가동,19407,35.1798454,126.8360017
광주광역시,광산구,운남동,29932,35.1732717,126.8219204
광주광역시,광산구,수완동,75834,35.1970266,126.8255539
광주광역시,광산구,하남동,26705,35.1795188,126.7998443
광주광역시,광산구,임곡동,2033,35.219626,126.744788
광주광역시,광산구,동곡동,1753,35.0986142,126.772023
광주광역시,광산구,평동,4902,35.1247277,126.7602642
광주광역시,광산구,삼도동,2140,35.1621821,126.6975683
광주광역시,광산구,본량동,1930,35.18081,126.728775
광주광역시,광산구,신창동,34146,35.195582,126.8407192
대전광역시,동구,중앙동,4096,36.3345962,127.4388044
대전광역시,동구,효동,23571,36.3170977,127.4417865
대전광역시,동구,신인동,15280,36.3234177,127.4379312
대전광역시,동구,판암1동,12079,36.318175,127.4600343
대전광역시,동구,판암2동,8130,36.3205056,127.4573746
대전광역시,동구,용운동,21455,36.3281689,127.461497
대전광역시,동구,대동,14189,36.3300619,127.4428067
대전광역시,동구,자양동,10874,36.3355031,127.4485873
대전광역시,동구,가양1동,13061,36.3470132,127.4414099
대전광역시,동구,가양2동,18691,36.3490565,127.4473972
대전광역시,동구,용전동,20238,36.3577167,127.4323955
대전광역시,동구,성남동,11173,36.3445545,127.4374448
대전광역시,동구,홍도동,11013,36.3489993,127.425651
대전광역시,동구,삼성동,13528,36.3405818,127.4222035
대전광역시,동구,대청동,2319,36.3435577,127.4925985
대전광역시,동구,산내동,19913,36.2818269,127.4679109
대전광역시,중구,은행선화동,14563,36.3324102,127.4165848
대전광역시,중구,목동,16656,36.3359058,127.4084385
대전광역시,중구,중촌동,13920,36.33893,127.412446
대전광역시,중구,대흥동,13319,36.323402,127.4242025
대전광역시,중구,문창동,4432,36.3162454,127.437905
대전광역시,중구,석교동,15132,36.3097417,127.4424246
대전광역시,중구,대사동,5414,36.3165176,127.4248373
대전광역시,중구,부사동,6580,36.3142484,127.4336673
대전광역시,중구,용두동,9224,36.3252236,127.410355
대전광역시,중구,오류동,10474,36.3255137,127.403845
대전광역시,중구,태평1동,12903,36.3261142,127.3970692
대전광역시,중구,태평2동,24830,36.3212833,127.3928375
대전광역시,중구,유천1동,6048,36.315014,127.3953044
대전광역시,중구,유천2동,13415,36.315359,127.399167
대전광역시,중구,문화1동,20904,36.3153477,127.40653
대전광역시,중구,문화2동,12003,36.3077415,127.3992144
대전광역시,중구,산성동,26604,36.3053492,127.3860963
대전광역시,서구,복수동,21891,36.3000184,127.3790034
대전광역시,서구,도마1동,18696,36.3159931,127.3811535
대전광역시,서구,도마2동,16920,36.3128119,127.3735844
대전광역시,서구,정림동,15603,36.3045334,127.3667937
대전광역시,서구,변동,15476,36.3258307,127.3867608
대전광역시,서구,용문동,12166,36.3388679,127.3915698
대전광역시,서구,탄방동,26711,36.3466878,127.3954103
대전광역시,서구,괴정동,18872,36.3371675,127.3820423
대전광역시,서구,가장동,11098,36.3301316,127.3851952
대전광역시,서구,내동,23080,36.3322553,127.3773069
대전광역시,서구,갈마1동,21362,36.350845,127.3678339
대전광역시,서구,갈마2동,24289,36.3468108,127.3748765
대전광역시,서구,월평1동,11325,36.3546845,127.3576015
대전광역시,서구,월평2동,13994,36.3635908,127.3739735
대전광역시,서구,월평3동,20648,36.3603223,127.3668549
대전광역시,서구,가수원동,10706,36.3035126,127.3494302
대전광역시,서구,도안동,36222,36.323475,127.3498625
대전광역시,서구,관저1동,15088,36.3039509,127.3373611
대전광역시,서구,관저2동,48914,36.2993141,127.335202
대전광역시,서구,기성동,3506,36.2558968,127.3415534
대전광역시,서구,둔산1동,16514,36.3525204,127.3860492
대전광역시,서구,둔산2동,34869,36.3538497,127.3835853
대전광역시,서구,만년동,12499,36.367537,127.3750393
대전광역시,서구,둔산3동,19260,36.3534312,127.4000006
대전광역시,유성구,진잠동,24648,36.3002315,127.3202875
대전광역시,유성구,학하동,18629,36.336232,127.3138
대전광역시,유성구,상대동,25388,36.3425914,127.3342884
대전광역시,유성구,온천1동,26448,36.353055,127.3389806
대전광역시,유성구,온천2동,40161,36.3654277,127.3333887
대전광역시,유성구,노은1동,21385,36.3682789,127.3183982
대전광역시,유성구,노은2동,23842,36.3895008,127.3207187
대전광역시,유성구,노은3동,36850,36.3867956,127.3079056
대전광역시,유성구,신성동,25915,36.3892358,127.3473704
대전광역시,유성구,전민동,26686,36.3999816,127.4003749
대전광역시,유성구,구즉동,32660,36.4406161,127.3836082
대전광역시,유성구,관평동,28467,36.4230721,127.3887458
대전광역시,유성구,원신흥동,27110,36.3421655,127.3432902
대전광역시,대덕구,오정동,14023,36.3538967,127.409821
대전광역시,대덕구,대화동,6624,36.3664903,127.411406
대전광역시,대덕구,회덕동,11709,36.3763065,127.4214863
대전광역시,대덕구,비래동,15582,36.354881,127.4499689
대전광역시,대덕구,송촌동,26555,36.3657714,127.4398762
대전광역시,대덕구,중리동,19053,36.360615,127.4264117
대전광역시,대덕구,신탄진동,14602,36.4520203,127.4290224
대전광역시,대덕구,석봉동,16177,36.4481546,127.4256678
대전광역시,대덕구,덕암동,13310,36.4402918,127.4268117
대전광역시,대덕구,목상동,6286,36.4485001,127.4122517
대전광역시,대덕구,법1동,12648,36.3707754,127.4267848
대전광역시,대덕구,법2동,15377,36.3672319,127.4308361
울산광역시,중구,학성동,11033,35.5553698,129.3346943
울산광역시,중구,반구1동,16261,35.556433,129.341625
울산광역시,중구,반구2동,8480,35.5633522,129.34086
울산광역시,중구,복산1동,3813,35.563075,129.32705
울산광역시,중구,복산2동,10914,35.5658149,129.3342499
울산광역시,중구,중앙동,11997,35.557542,129.32405
울산광역시,중구,우정동,17637,35.5552694,129.3125175
울산광역시,중구,태화동,32338,35.556542,129.3045
울산광역시,중구,다운동,22206,35.556292,129.275675
울산광역시,중구,병영1동,21433,35.57005,129.346563
울산광역시,중구,병영2동,19918,35.5794,129.345988
울산광역시,중구,약사동,10771,35.570492,129.337088
울산광역시,중구,성안동,20567,35.5743793,129.3096898
울산광역시,남구,신정1동,18416,35.541408,129.306488
울산광역시,남구,신정2동,24066,35.534675,129.307738
울산광역시,남구,신정3동,16089,35.5451167,129.3163375
울산광역시,남구,신정4동,20221,35.5294096,129.314461
울산광역시,남구,신정5동,8688,35.544942,129.321413
울산광역시,남구,달동,26668,35.5364,129.3165
울산광역시,남구,삼산동,48601,35.544467,129.331938
울산광역시,남구,삼호동,19879,35.550033,129.265987
울산광역시,남구,무거동,31437,35.551008,129.260725
울산광역시,남구,옥동,25623,35.5352731,129.2938581
울산광역시,남구,대현동,31324,35.526567,129.3268
울산광역시,남구,수암동,16361,35.5244132,129.3184728
울산광역시,남구,선암동,13935,35.5149472,129.3383262
울산광역시,남구,야음장생포동,8961,35.5200808,129.3399386
울산광역시,동구,방어동,39521,35.486207,129.423935
울산광역시,동구,일산동,5451,35.499159,129.4312816
울산광역시,동구,화정동,18995,35.4959565,129.4226036
울산광역시,동구,대송동,11323,35.503167,129.418338
울산광역시,동구,전하1동,15041,35.5167946,129.4285712
울산광역시,동구,전하2동,20081,35.508867,129.426588
울산광역시,동구,남목1동,8493,35.5392716,129.420729
울산광역시,동구,남목2동,20581,35.5245583,129.431525
울산광역시,동구,남목3동,11699,35.5460523,129.4313759
울산광역시,북구,농소1동,36416,35.6227474,129.3560597
울산광역시,북구,농소2동,42317,35.638324,129.348363
울산광역시,북구,농소3동,37379,35.628632,129.3396
울산광역시,북구,강동동,16318,35.612831,129.4455992
울산광역시,북구,효문동,29459,35.577792,129.361
울산광역시,북구,송정동,36913,35.5923667,129.365075
울산광역시,북구,양정동,9594,35.5486417,129.385325
울산광역시,북구,염포동,10300,35.5307403,129.3943355
울산광역시,울주군,온산읍,20349,35.436018,129.3055294
울산광역시,울주군,언양읍,29661,35.5692763,129.125761
울산광역시,울주군,온양읍,28236,35.4194285,129.2804853
울산광역시,울주군,범서읍,68574,35.5686242,129.2305204
울산광역시,울주군,청량읍,18812,35.4931944,129.3061152
울산광역시,울주군,서생면,8470,35.3499654,129.325925
울산광역시,울주군,웅촌면,7647,35.461375,129.2083139
울산광역시,울주군,두동면,4295,35.654342,129.2011725
울산광역시,울주군,두서면,3040,35.6479144,129.1618614
울산광역시,울주군,상북면,7856,35.590515,129.091325
울산광역시,울주군,삼동면,1732,35.5237661,129.1575837
경기도,의정부시,의정부1동,37609,37.7464356,127.0475771
경기도,의정부시,의정부2동,30013,37.7407861,127.0427947
경기도,의정부시,호원1동,35073,37.7120303,127.0487645
경기도,의정부시,호원2동,33723,37.7263805,127.0430544
경기도,의정부시,장암동,19415,37.7264068,127.0542544
경기도,의정부시,신곡1동,40500,37.7315413,127.0567956
경기도,의정부시,신곡2동,46245,37.7436996,127.0579769
경기도,의정부시,송산1동,50249,37.7311817,127.0866851
경기도,의정부시,송산2동,32554,37.7397109,127.0899922
경기도,의정부시,자금동,26434,37.7502752,127.0582251
경기도,의정부시,가능동,24869,37.7505409,127.0384877
경기도,의정부시,흥선동,19441,37.7463446,127.0306961
경기도,의정부시,녹양동,20740,37.7600465,127.0322732
경기도,부천시,심곡동,61143,37.4873092,126.7870845
경기도,부천시,부천동,87263,37.4965961,126.7871105
경기도,부천시,중동,40045,37.4878237,126.7682137
경기도,부천시,신중동,129147,37.5060408,126.7625573
경기도,부천시,상동,83276,37.5005775,126.7544075
경기도,부천시,대산동,78446,37.4824389,126.7789446
경기도,부천시,소사본동,55015,37.4800723,126.79993
경기도,부천시,범안동,93256,37.4784166,126.8068977
경기도,부천시,성곡동,79756,37.5167184,126.8034928
경기도,부천시,오정동,80326,37.5283699,126.796025
경기도,광명시,광명1동,60,37.4886309,126.862675
경기도,광명시,광명2동,2953,37.4834122,126.8559026
경기도,광명시,광명3동,9737,37.4802281,126.8569482
경기도,광명시,광명4동,11140,37.4771452,126.8563358
경기도,광명시,광명5동,12097,37.4787763,126.8474777
경기도,광명시,광명6동,13425,37.4710873,126.8486568
경기도,광명시,광명7동,20509,37.4693912,126.8531754
경기도,광명시,철산1동,10641,37.4908162,126.8678956
경기도,광명시,철산2동,5582,37.4847268,126.8666343
경기도,광명시,철산3동,37156,37.4771336,126.8724885
경기도,광명시,철산4동,10760,37.4740874,126.8644726
경기도,광명시,하안1동,25513,37.4651274,126.8691448
경기도,광명시,하안2동,13503,37.4647164,126.8747335
경기도,광명시,하안3동,19400,37.4587053,126.8816257
경기도,광명시,하안4동,12081,37.4657221,126.8777341
경기도,광명시,소하1동,30788,37.4522686,126.8848965
경기도,광명시,소하2동,27452,37.4320913,126.8801468
경기도,광명시,일직동,21776,37.4206,126.8816
경기도,광명시,학온동,2011,37.4154672,126.8513466
경기도,평택시,팽성읍,29035,36.9651726,127.0624052
경기도,평택시,안중읍,43478,36.9860645,126.9313225
경기도,평택시,포승읍,24370,36.982943,126.88515
경기도,평택시,청북읍,26908,37.0398794,126.9343352
